	Domain	Phylum	Class	Order	Family	Genus
e5861069d8dd2e370964e2148a20e87b1425f474	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Allonocardiopsis
ac3873e761b5ab2b54211008fad0307c2026c1f2	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ca6c9c5f09b1853b2f56f748914d9f289c6c63d8	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
3a40168190f904a562d10594df1ebe704cdaa1b0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Asprobacter
170472a9d94b70f3016695d76b952c0879567dd0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia
b4378153c626f377aa31c2e63a3b05bbbcec98be	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Sulfuritortus
b441edf2f1a17b8604a5fab82ce74da4955ad09b	Bacteria	Pseudomonadota	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacterium
e7c586b955130dc3efb92ea831f0eb9c51c81cde	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter
17c56c020c90835fbc68139cacf1ff22c3fcf355	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea
836fd2bb8b6aa1d98f6d1466787a84aefb4e7dd1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_incertae_sedis	Aciditerrimonas
0c74a636916e707c5619f6fcf52dd35930921b9b	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
f67f81024d1940ee3379d37059783f5501c87783	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Peribacillus
01a024e98c6bb2ba716c7163ed1d47c3793429e7	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
4703a15fa0d42907456b7cc3317b61ae863e5643	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea
b6a2cbddb5411048d9c2fe3f8b9c1bd0ff663c7c	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
cb8282852e8db2791fbc666ad8ba1b1ebb12ca52	Bacteria	Pseudomonadota	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurirhabdus	Dissulfurirhabdus
191b8e2ab233c8aae0bd23708f44d4d522186608	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis
354c53a30e5993f5dff5ed87a571ba0e022b4da8	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae 1	Clostridium sensu stricto
534bdc91d5b698b0ab295e1dae6fe4f4ae149a3d	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Sulfuriflexus
39982b9ea2a4bba5a75f5509ad4123cd26d92fd4	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum
d4368f11f91329eb64d920057648e9fbc9f55708	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
704c2e6edc15a7c2457e4a475b22199d7b644f73	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Niallia
85c079bbe4712b4cecc25fd8a574184eecf24078	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Usitatibacteraceae	Usitatibacter
e839068ee795322065179cf333546ff278316641	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
ff3c2263ef4656d3a94b86d646b65bd7dba5cff7	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
803424785238c4178cd3878c1d5041eea7a364fd	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Hypericibacter
ab0ed4e95e77d959a6aba61d33ec20514f099764	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
90fc2175b3b8316e22443cb3f544e2d9d8d564ca	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
3396e79ff1eba7b83383dff960919105a35c2b9c	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea
1dc1b6701a48f6b129cffeab292e717de2992b27	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Peribacillus
e47176923e37b83519abdc859d7952e21f31f10f	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	Sulfurirhabdus
0f001e9165dda07fdc85384d63f6878d377fc842	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
c9f18d2bb12b38be991baf4acaf51ca41f1c980a	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
0133b6a86e3dab9914a62645f4b983fa903adce3	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
c3b19f40835dc7f85afe24710d91bc2e74b13a49	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum
348492a35bb99c6cf3b1e432417196460a3a2571	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
99076f0a111c7bd41b39678e755c22cb8834e2c0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Vineibacter
57518f90ec8aeb5aa7d1207aa866f10c789ad551	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Lewinellaceae	Portibacter
f7eeee6856ae5d4b579a7ba1cd96189f061fd4f1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
34506e34dc8737d972c913f387af7648b86b7a0e	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
f207f3cdceca10a829f787de0212bd92f038eaf4	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Simulacricoccus
7551c1e647968d6b23fde4dd94dc924ebd66eab6	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Mangrovitalea
5f1111b635d7e67bb61582a21464b634f5f85e70	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aestuariivirgaceae	Aestuariivirga
d92262be2fcbe171a02f1c7bda63dd4bb9ffe2e6	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Spirillospora
085b87db619631cbb6566aee093d77b07cf737f2	Bacteria	Actinomycetota	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum
d5b2b5ac7aa6eb22c68a896340c2779c8cda3674	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Candidatus Carsonella	Candidatus Carsonella
f5a90c3075bc171c2a66759cc13672c20039aabb	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Candidatus Carsonella	Candidatus Carsonella
0cbcbd8792c17895d2233d3b771b46a7a6f58cfc	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Nannocystaceae	Enhygromyxa
dd2493e1ac24e89822ccea726812ea6cb205e516	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Candidatus Carsonella	Candidatus Carsonella
7a444762acbd3e0555061789221942429af261d2	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
206dd37500ed3b896d5e84417cc8359c6207d034	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
f63b91cf75c0d0bb14e1e3d93948e33095f8bed0	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Chujaibacter
722dba9505d24069d8a82f2edff373b015e30737	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	Ferribacterium
56f9fff353807de18117279b54b0455788bf7bbb	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
f789b4edaa967340ac9642df55e04113fb2c8b00	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
f82414c47355cf42475553602d8d3217a2e24fe4	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Candidatus Carsonella	Candidatus Carsonella
b1e58fa3db27f6008894df27fab5f44ffe2c181c	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
f6df246eeeb0d389ff711f2cad21cacf3a0e87de	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
481789e4ea9916e6289e78f1a7f407bfdb81409d	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
778e33358931ebe1e2a20e89b3364d39b71723b3	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
f0cc7956cc7971a29bd5c1129f845454c205fa40	Bacteria	Bacillota	Bacilli	Caryophanales	Caryophanaceae	Chungangia
5b014b8820fbbd640ac7cae74362dd6aa471bb8e	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	Jahnella
1fd9fd6da1f591b6bee404069b550baf15d07b44	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix
531ba849d128711881caf2359402a86a73a80846	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
647748f5c638c8ad42e5ff453ddd522bcaec1420	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Yinghuangia
2843fc95aa6c3c9fc47b3477c1d95a20f9dffdc3	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola
970f8a1b0847ebce00b6711eae92b96139b0e640	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Arboricoccus
bac8735a41550087782f526f31c7621e80d6bfbb	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
b32d6ca51b908eafea2fff0fc2f4600b5b678c5c	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
bd990104a1b09445ef72ba101bafdc96d49c9de6	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
a181f0b9e78b12acaeabdc1e32ef365829b5e1ae	Bacteria	Pseudomonadota	Betaproteobacteria	Betaproteobacteria_incertae_sedis	Casimicrobiaceae	Casimicrobium
85da8e9618b172160f82fc6c73bee450acb827e8	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
6b6a37ffed657e9c29d1e2a1d416843e85ac12bf	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Gp22	Gp22	Gp22
b108f5fbc0a43b635a1c6d3c1735e895ea075fee	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
d32d7482927b3e3fbedad58d53950c3c898637c2	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
eb51f129acb6a6c82a7f116caf3b8f5ef970e2e2	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Metallibacterium
39cbf8934d59f8787b6ac7caebe6b65ce51912b4	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Gp22	Gp22	Gp22
e0930417aecb86e933572a8cb28b5bc7b82e4fc2	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Thiobacter
2b3b105fffdc6f04ba864968dfc2e589c8c741a1	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
b314ea113fa994abd5083d616f2d247cd2321e25	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
9f892cc4b1648c34a9063e7bed994aeac0864c79	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
3c48ea08f553408ae9ebe18db7f8fdf3ef1102b2	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
164d8de39a1e17c5054a761976d1edc0084e5271	Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax
02c5ba65ea917a134bdf4247d53ee35aee0f165e	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Georgfuchsia
a1dcfd5ec661453ca5f4f75198b26410c9d90189	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Methyloversatilis
5a39a0dcae7d31469d154ae4516da7d72a6413e5	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
83d5a2553c8c5ac8023a582e5b6905177959480d	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Simulacricoccus
8f58d407fb6f3cbff3214c4ec89204d02a93f0aa	Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
53750c301b2bc09944cb91e274480a4f7363f817	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
5a89228c46d25fe8fa772ce0f8c1c06a98c6ab92	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas
a0ebcfff46c1fedc3e38c305b099d370984edd41	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
e4abd2afc512279f6f32e41abe56f040ad39b414	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Pelotalea
30765fedc4035db93787fb028bd477d49d62dc22	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea
d15d214a7e8bb442648d3e807f2eb4af9269393b	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga
32c6c96f6dca4149f93cf75732e5414b0980148a	Bacteria	Actinomycetota	Coriobacteriia	Anaerosomatales	Anaerosomataceae	Anaerosoma
2bf936bb27f13775c8bb8b7ee60f59d493807c81	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
9f9dfcf432cdf13ed378c06dc7cd2399a7591fd0	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Brevibacillus
cfa73d627c6c8760b1f88767ee8daf6ff541ca4a	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_incertae_sedis_XIII	Anaerovorax
d8b2cd544a892e10d1497f011c62e98c8bce41af	Bacteria	Actinomycetota	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella
8e792d5acb8a777c674d9b43fd37f71d74798dc5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
2cd3b733bd02b8a023b6543873f996198450a995	Bacteria	Actinomycetota	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella
0b01b5e243317338abb70548261d6c952b37e683	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
4e0fe442845aad3c01837ab4b39b6bd18ffbe5e4	Bacteria	Acidobacteriota	Acidobacteria_Gp25	Gp25	Gp25	Gp25
1d1e56156a05ec1a57ac3b481fb94b7bc0f2d093	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium
d96aeb927270c865581cf6ed459cce30c5558a6d	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
2595fc1b13afaf5d48dca1862ca4407498ba7198	Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
d257baf4368dfdf14448d3903b5fa275a666c1c7	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila
acbfcdcec460ef21ac97b05e9429dfa613c6ee7a	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola
890db070863608105efa0a71e0661d291e3eafd5	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Pinibacter
fd3aaa2b6ba48bc47858394a619d5b497d59a7cf	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
56146ef7ea0f3a2b8cdb0c832f1a6939934012fd	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Novimethylophilus
1d0401afea739afade1b57c9d4b22499ed11ff06	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
59c6498d8d71855fe9729c3f03c5757173e3a533	Bacteria	Bacillota	Bacilli	Caryophanales	Alicyclobacillaceae	Tumebacillus
ada2a60510619ef66ccb487c05634d940df13ddc	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Lewinellaceae	Portibacter
f87831ad67187e3c0671b35a6fd0e044bfdbcad3	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Pseudobdellovibrio
18c4d6cf76c2ddcebea12dee775debdc3fa68fdb	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovulcanus
0877d2390ad5d7a4d8cab38a8842d6700344dba0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola
fc02b2991d8863020b4ca25e79050b2d6093d2db	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea
3e13c6eea92b88e9f55189967d3ab34721fdf289	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Phorcysia
4541361e600c67aa85890221acfaa2e31b7ef846	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Usitatibacteraceae	Usitatibacter
a8d325ea2cd8773f91b5cab693d54c5f3f81ed51	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Vitreimonas
1ffc627915e86e06ff3bf9ff54cd34587be42329	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
07b91c2f583b02780462097f86069208773415df	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
7a688e769b11fea0700fd1e2a8c861212b648513	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus
3f1ca3f53c15a20a9e8c59515767ad81be67dae3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Stellaceae	Stella
ef137ebb864593e907401d9dcc4b434054f1e752	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax
5800a40a3d215d069c7e19474aa7fd3b84fc6743	Bacteria	Actinomycetota	Actinobacteria	Sporichthyales	Sporichthyaceae	Sporichthya
59e27cb8629adb818c85a4f46294bd6ff0a69494	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
bbc9eeb01957471a60865b1df06893f36f301448	Bacteria	Acidobacteriota	Acidobacteria_Gp15	Gp15	Gp15	Gp15
a7909deea84efa682d40932a507f951c3a044473	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Natronotalea
e3b552b5d01d7daed54341c384017a5942c8255b	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Salinisphaeraceae	Abyssibacter
96632e4fac965c9794d9b794a0a544c4cd7759d4	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola
5bdcaa32fdd8a0d42aafdf75090daba5c30964cd	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_incertae_sedis	Aciditerrimonas
a9b2af98216f986ba387864626ed7a131da2a1e1	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
71e64a10448921e3b6e7287a984abc36744f7530	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces
506bfbaed9d4b11b1e32aff5327d0042dcbe97db	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
e6b148f98533d64bddfb1fce8b1877b0c6b4ee0d	Bacteria	Pseudomonadota	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurimicrobium	Dissulfurimicrobium
6c823772da2e5c1fc9688affbc56f650f0821a83	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
1c71fa3e9f2016a8e13210ee4a68203a8d358dad	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
55c55c220f4991318671292156b4c9ef622894cf	Bacteria	Pseudomonadota	Betaproteobacteria	Betaproteobacteria_incertae_sedis	Casimicrobiaceae	Casimicrobium
14559fb791186c3ddeaa400b866bdb5e492ea6b6	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Candidatus Koribacter
7bb4ba95e7bb6de3ed9c6de13f450464f0768739	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Asprobacter
ae032253b3305b4ee0dc659d08a3c958643956d4	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola
620ecd98a417de5d8014e08c883d7d15109c80fc	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
e418eeb3442f5f482ea850b7a80eda72fb5d9578	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Gp22	Gp22	Gp22
074148ada9800cded4c0df520978a9a6fd0d0f85	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	Jahnella
87b69d0609aacdf93dc95c069c382e818a6dfa43	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
2245b97ebe8eeb65e528698528baf42b40a1051f	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
11ffb9a3117aa55334337e232d50451ccd7cc4ad	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
4e0cb910042148a4cc2dde0a01655a7bf89f1f36	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Acidibacter
a581b4741775a9750ced54a5ec74c6ce3662867b	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Aliidongia
9c33162fe9d2c9aa3bbbf7bef5a1b7b46d663533	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila
044fd56904c667e627d7c760b9f6487c4033592b	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
0f69bdfc0bccab5d02e6b2f9ee3c32904099c3d6	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerobacterium
4d61b888f6cecf30f2c6b2009e5935b504fb987e	Bacteria	Bacillota	Bacilli	Caryophanales	Caryophanaceae	Sporosarcina
0558c2d7b5fd9a0ef0c5139a23bae8c658c6ddd3	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
92a3cf6264434e52e247473a65818bb25aac90d8	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	Gp2	Gp2
7bc0b00b8479682a9677ee72d2c70bb2c1b24889	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
64737e9ba4117c30765af77d2d916c8169adf12d	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
67e6f23a02b7b9664d541d3c72e051fff063cd66	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Simulacricoccus
9dc4b55d2284ac4224c8539e11b2361af6c344e7	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	Gp1	Gp1
bf1911819bb4c43ca44c0117e9697d69dc0826f9	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocucumis
edb8dd7710b3b6f7c643ce7130400c0e8b0c88c0	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	Gp3	Gp3
5d2d434487c98fcdb738be253a1f016e49a0b257	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	Ferribacterium
412258e16e0a5bcc34d0330066537a125c8c5743	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovulcanus
53af09e2ea8469920d8eca7b3eaecdb822fbce75	Bacteria	Pseudomonadota	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Taonella
c24e107dab1dfdb31468606ac8e6644385390fdf	Bacteria	Acidobacteriota	Acidobacteria_Gp15	Gp15	Gp15	Gp15
57699f136838f70a0eeef7c6a085ee499a87fecf	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	Gp5	Gp5
23fc538f73db52347656ab1a54c9e6825959ed85	Bacteria	Actinomycetota	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus
ca42a6a14dc6f9448fa1abba778f29b789b6802a	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Gp22	Gp22	Gp22
1990190ce9617c88e67f611d1c7e49577cc5b3ec	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Gp22	Gp22	Gp22
8073bca78058fc6f885546d046cd05bb9a656eaa	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Mangrovitalea
f763b2a0131a64e496fa3f0d83525f79c099c72c	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
bd8660e11a565f491fa0b659cd90fdfb001fcfdc	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
3e2fdb5a4f743175f2b84b4e1c51fdee2f27eeec	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella
b4b5350387a940cf961420c64dd3350e7583c44d	Bacteria	Chloroflexota	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma
97491ffb0b8b327f073970a2f65c3499aba41bfe	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Arenibaculum
ad1e29d4a64e8b41b8521a9f09c6a669dbef541d	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio
